Key,File,Type,schinese
couchModernSectionBlue,blocks,Block,现代沙发 模组 蓝色
couchModernSectionBrown,blocks,Block,现代沙发 模组 棕色
couchModernSectionGreen,blocks,Block,现代沙发 模组 绿色
couchModernSectionGrey,blocks,Block,现代沙发 模组 灰色
couchModernSectionRed,blocks,Block,现代沙发 模组 红色
couchModernSectionWhite,blocks,Block,现代沙发 模组 白色
couchSofa01,blocks,Block,沙发 01
couchUglyLargeBlack,blocks,Block,黑色丑沙发，大
couchUglyLargeBlue,blocks,Block,蓝色丑沙发，大
couchUglyLargeBrown,blocks,Block,棕色丑沙发，大
couchUglyLargeGreen,blocks,Block,绿色丑沙发，大
couchUglyLargeGrey,blocks,Block,灰色丑沙发，大
couchUglyLargeOrange,blocks,Block,橙色丑沙发，大
couchUglyLargePink,blocks,Block,粉色丑沙发，大
couchUglyLargePurple,blocks,Block,紫色丑沙发，大
couchUglyLargeRed,blocks,Block,红色丑沙发，大
couchUglyLargeWhite,blocks,Block,白色丑沙发，大
couchUglyLargeYellow,blocks,Block,黄色丑沙发，大
couchUglySingleBlack,blocks,Block,黑色丑椅子
couchUglySingleBlue,blocks,Block,蓝色丑椅子
couchUglySingleBrown,blocks,Block,棕色丑椅子
couchUglySingleGreen,blocks,Block,绿色丑椅子
couchUglySingleGrey,blocks,Block,灰色丑椅子
couchUglySingleOrange,blocks,Block,橙色丑椅子
couchUglySinglePink,blocks,Block,粉色丑椅子
couchUglySinglePurple,blocks,Block,紫色丑椅子
couchUglySingleRed,blocks,Block,红色丑椅子
couchUglySingleWhite,blocks,Block,白色丑椅子
couchUglySingleYellow,blocks,Block,黄色丑椅子
couchUglySmallBlack,blocks,Block,黑色丑沙发，小
couchUglySmallBlue,blocks,Block,蓝色丑沙发，小
couchUglySmallBrown,blocks,Block,棕色丑沙发，小
couchUglySmallGreen,blocks,Block,绿色丑沙发，小
couchUglySmallGrey,blocks,Block,灰色丑沙发，小
couchUglySmallOrange,blocks,Block,橙色丑沙发，小
couchUglySmallPink,blocks,Block,粉色丑沙发，小
couchUglySmallPurple,blocks,Block,紫色丑沙发，小
couchUglySmallRed,blocks,Block,红色丑沙发，小
couchUglySmallWhite,blocks,Block,白色丑沙发，小
couchUglySmallYellow,blocks,Block,黄色丑沙发，小
counterHollowCabinetBroken,blocks,Block,柜台 中空 橱柜 破损
counterHollowCabinetOldBroken,blocks,Block,柜台 中空 橱柜 旧 破损
counterHollowCabinetOldOpen,blocks,Block,柜台 中空 橱柜 旧 打开
counterHollowCabinetOpen,blocks,Block,柜台 中空 橱柜 打开
counterHollowCabinetTaupeBroken,blocks,Block,柜台 中空 橱柜 灰褐色 破损
counterHollowCabinetTaupeOpen,blocks,Block,柜台 中空 橱柜 灰褐色 打开
counterMountedSinkCommercial,blocks,Block,商用台面盥洗盆
counterMountedSinkCommercialOffset,blocks,Block,商用台面水槽 便宜
counterSinkCommercialTile,blocks,Block,商用铺瓷砖台面盥洗盆
creativeDecoBlockGroupDesc,blocks,Block,此建筑物块或装饰无法升级为更耐用的材料。
creativeMenuBlockGroupDesc,blocks,Block,此建筑物块可以放置，但主要是起装饰作用。
crossHelper,blocks,Block,十字助手
crushedCars,blocks,Block,压扁的汽车
crushedCars01Black,blocks,Block,黑色压扁的汽车 01
crushedCars01Blue,blocks,Block,蓝色压扁的汽车 01
crushedCars01Brown,blocks,Block,棕色压扁的汽车 01
crushedCars01Green,blocks,Block,绿色压扁的汽车 01
crushedCars01Grey,blocks,Block,灰色压扁的汽车 01
crushedCars01Orange,blocks,Block,橙色压扁的汽车 01
crushedCars01Pink,blocks,Block,粉色压扁的汽车 01
crushedCars01Purple,blocks,Block,紫色压扁的汽车 01
crushedCars01RandomHelper,blocks,Block,= 压扁的汽车 01 = 随机助手
crushedCars01Red,blocks,Block,红色压扁的汽车 01
crushedCars01White,blocks,Block,白色压扁的汽车 01
crushedCars01Yellow,blocks,Block,黄色压扁的汽车 01
crushedCars02Black,blocks,Block,黑色压扁的汽车 02
crushedCars02Blue,blocks,Block,蓝色压扁的汽车 02
crushedCars02Brown,blocks,Block,棕色压扁的汽车 02
crushedCars02Green,blocks,Block,绿色压扁的汽车 02
crushedCars02Grey,blocks,Block,灰色压扁的汽车 02
crushedCars02Orange,blocks,Block,橙色压扁的汽车 02
crushedCars02Pink,blocks,Block,粉色压扁的汽车 02
crushedCars02Purple,blocks,Block,紫色压扁的汽车 02
crushedCars02RandomHelper,blocks,Block,= 压扁的汽车 02 = 随机助手
crushedCars02Red,blocks,Block,红色压扁的汽车 02
crushedCars02White,blocks,Block,白色压扁的汽车 02
crushedCars02Yellow,blocks,Block,黄色压扁的汽车 02
crushedCarsDesc,blocks,Block,已破败不堪。
curtain_bottom1Sheet3,blocks,Block,窗帘 1 底部
curtain_top1Sheet3,blocks,Block,窗帘 1 顶部
curtainDrapesFullBottomBlack,blocks,Block,黑色帷幕，完整 底部
curtainDrapesFullBottomBlue,blocks,Block,蓝色帷幕，完整 底部
curtainDrapesFullBottomBrown,blocks,Block,棕色帷幕，完整 底部
curtainDrapesFullBottomDirtyBlack,blocks,Block,黑色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyBlue,blocks,Block,蓝色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyBrown,blocks,Block,棕色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyGreen,blocks,Block,绿色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyGrey,blocks,Block,灰色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyOrange,blocks,Block,橙色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyPink,blocks,Block,粉色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyPurple,blocks,Block,紫色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyRed,blocks,Block,红色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyWhite,blocks,Block,白色肮脏帷幕，完整 底部
curtainDrapesFullBottomDirtyYellow,blocks,Block,黄色肮脏帷幕，完整 底部
curtainDrapesFullBottomGreen,blocks,Block,绿色帷幕，完整 底部
curtainDrapesFullBottomGrey,blocks,Block,灰色帷幕，完整 底部
curtainDrapesFullBottomOrange,blocks,Block,橙色帷幕，完整 底部
curtainDrapesFullBottomPink,blocks,Block,粉色帷幕，完整 底部
curtainDrapesFullBottomPurple,blocks,Block,紫色帷幕，完整 底部
curtainDrapesFullBottomRed,blocks,Block,红色帷幕，完整 底部
curtainDrapesFullBottomWhite,blocks,Block,白色帷幕，完整 底部
curtainDrapesFullBottomYellow,blocks,Block,黄色帷幕，完整 底部
curtainDrapesFullTileBlack,blocks,Block,黑色帷幕，完整 瓷砖
curtainDrapesFullTileBlue,blocks,Block,蓝色帷幕，完整 瓷砖
curtainDrapesFullTileBrown,blocks,Block,棕色帷幕，完整 瓷砖
curtainDrapesFullTileDirtyBlack,blocks,Block,黑色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyBlue,blocks,Block,蓝色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyBrown,blocks,Block,棕色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyGreen,blocks,Block,绿色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyGrey,blocks,Block,灰色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyOrange,blocks,Block,橙色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyPink,blocks,Block,粉色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyPurple,blocks,Block,紫色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyRed,blocks,Block,红色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyWhite,blocks,Block,白色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileDirtyYellow,blocks,Block,黄色肮脏帷幕，完整 瓷砖
curtainDrapesFullTileGreen,blocks,Block,绿色帷幕，完整 瓷砖
curtainDrapesFullTileGrey,blocks,Block,灰色帷幕，完整 瓷砖
curtainDrapesFullTileOrange,blocks,Block,橙色帷幕，完整 瓷砖
curtainDrapesFullTilePink,blocks,Block,粉色帷幕，完整 瓷砖
curtainDrapesFullTilePurple,blocks,Block,紫色帷幕，完整 瓷砖
curtainDrapesFullTileRed,blocks,Block,红色帷幕，完整 瓷砖
curtainDrapesFullTileWhite,blocks,Block,白色帷幕，完整 瓷砖
curtainDrapesFullTileYellow,blocks,Block,黄色帷幕，完整 瓷砖
curtainDrapesFullTopBlack,blocks,Block,黑色帷幕，完整 顶部
curtainDrapesFullTopBlue,blocks,Block,蓝色帷幕，完整 顶部
curtainDrapesFullTopBrown,blocks,Block,棕色帷幕，完整 顶部
curtainDrapesFullTopDirtyBlack,blocks,Block,黑色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyBlue,blocks,Block,蓝色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyBrown,blocks,Block,棕色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyGreen,blocks,Block,绿色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyGrey,blocks,Block,灰色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyOrange,blocks,Block,橙色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyPink,blocks,Block,粉色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyPurple,blocks,Block,紫色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyRed,blocks,Block,红色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyWhite,blocks,Block,白色肮脏帷幕，完整 顶部
curtainDrapesFullTopDirtyYellow,blocks,Block,黄色肮脏帷幕，完整 顶部
curtainDrapesFullTopGreen,blocks,Block,绿色帷幕，完整 顶部
curtainDrapesFullTopGrey,blocks,Block,灰色帷幕，完整 顶部
curtainDrapesFullTopOrange,blocks,Block,橙色帷幕，完整 顶部
curtainDrapesFullTopPink,blocks,Block,粉色帷幕，完整 顶部
curtainDrapesFullTopPurple,blocks,Block,紫色帷幕，完整 顶部
curtainDrapesFullTopRed,blocks,Block,红色帷幕，完整 顶部
curtainDrapesFullTopWhite,blocks,Block,白色帷幕，完整 顶部
curtainDrapesFullTopYellow,blocks,Block,黄色帷幕，完整 顶部
curtainDrapesLeftHalfBottomBlack,blocks,Block,黑色帷幕，左半 底部
curtainDrapesLeftHalfBottomBlue,blocks,Block,蓝色帷幕，左半 底部
curtainDrapesLeftHalfBottomBrown,blocks,Block,棕色帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyBlack,blocks,Block,黑色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyBlue,blocks,Block,蓝色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyBrown,blocks,Block,棕色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyGreen,blocks,Block,绿色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyGrey,blocks,Block,灰色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyOrange,blocks,Block,橙色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyPink,blocks,Block,粉色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyPurple,blocks,Block,紫色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyRed,blocks,Block,红色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyWhite,blocks,Block,白色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomDirtyYellow,blocks,Block,黄色肮脏帷幕，左半 底部
curtainDrapesLeftHalfBottomGreen,blocks,Block,绿色帷幕，左半 底部
curtainDrapesLeftHalfBottomGrey,blocks,Block,灰色帷幕，左半 底部
curtainDrapesLeftHalfBottomOrange,blocks,Block,橙色帷幕，左半 底部
curtainDrapesLeftHalfBottomPink,blocks,Block,粉色帷幕，左半 底部
curtainDrapesLeftHalfBottomPurple,blocks,Block,紫色帷幕，左半 底部
curtainDrapesLeftHalfBottomRed,blocks,Block,红色帷幕，左半 底部
curtainDrapesLeftHalfBottomWhite,blocks,Block,白色帷幕，左半 底部
curtainDrapesLeftHalfBottomYellow,blocks,Block,黄色帷幕，左半 底部
curtainDrapesLeftHalfTileBlack,blocks,Block,黑色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileBlue,blocks,Block,蓝色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileBrown,blocks,Block,棕色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyBlack,blocks,Block,黑色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyBlue,blocks,Block,蓝色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyBrown,blocks,Block,棕色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyGreen,blocks,Block,绿色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyGrey,blocks,Block,灰色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyOrange,blocks,Block,橙色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyPink,blocks,Block,粉色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyPurple,blocks,Block,紫色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyRed,blocks,Block,红色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyWhite,blocks,Block,白色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileDirtyYellow,blocks,Block,黄色肮脏帷幕，左半 瓷砖
curtainDrapesLeftHalfTileGreen,blocks,Block,绿色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileGrey,blocks,Block,灰色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileOrange,blocks,Block,橙色帷幕，左半 瓷砖
curtainDrapesLeftHalfTilePink,blocks,Block,粉色帷幕，左半 瓷砖
curtainDrapesLeftHalfTilePurple,blocks,Block,紫色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileRed,blocks,Block,红色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileWhite,blocks,Block,白色帷幕，左半 瓷砖
curtainDrapesLeftHalfTileYellow,blocks,Block,黄色帷幕，左半 瓷砖
curtainDrapesLeftHalfTopBlack,blocks,Block,黑色帷幕，左半 顶部
curtainDrapesLeftHalfTopBlue,blocks,Block,蓝色帷幕，左半 顶部
curtainDrapesLeftHalfTopBrown,blocks,Block,棕色帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyBlack,blocks,Block,黑色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyBlue,blocks,Block,蓝色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyBrown,blocks,Block,棕色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyGreen,blocks,Block,绿色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyGrey,blocks,Block,灰色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyOrange,blocks,Block,橙色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyPink,blocks,Block,粉色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyPurple,blocks,Block,紫色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyRed,blocks,Block,红色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyWhite,blocks,Block,白色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopDirtyYellow,blocks,Block,黄色肮脏帷幕，左半 顶部
curtainDrapesLeftHalfTopGreen,blocks,Block,绿色帷幕，左半 顶部
curtainDrapesLeftHalfTopGrey,blocks,Block,灰色帷幕，左半 顶部
curtainDrapesLeftHalfTopOrange,blocks,Block,橙色帷幕，左半 顶部
curtainDrapesLeftHalfTopPink,blocks,Block,粉色帷幕，左半 顶部
curtainDrapesLeftHalfTopPurple,blocks,Block,紫色帷幕，左半 顶部
curtainDrapesLeftHalfTopRed,blocks,Block,红色帷幕，左半 顶部
curtainDrapesLeftHalfTopWhite,blocks,Block,白色帷幕，左半 顶部
curtainDrapesLeftHalfTopYellow,blocks,Block,黄色帷幕，左半 顶部
curtainDrapesRightHalfBottomBlack,blocks,Block,黑色帷幕，右半 底部
curtainDrapesRightHalfBottomBlue,blocks,Block,蓝色帷幕，右半 底部
curtainDrapesRightHalfBottomBrown,blocks,Block,棕色帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyBlack,blocks,Block,黑色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyBlue,blocks,Block,蓝色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyBrown,blocks,Block,棕色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyGreen,blocks,Block,绿色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyGrey,blocks,Block,灰色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyOrange,blocks,Block,橙色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyPink,blocks,Block,粉色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyPurple,blocks,Block,紫色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyRed,blocks,Block,红色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyWhite,blocks,Block,白色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomDirtyYellow,blocks,Block,黄色肮脏帷幕，右半 底部
curtainDrapesRightHalfBottomGreen,blocks,Block,绿色帷幕，右半 底部
curtainDrapesRightHalfBottomGrey,blocks,Block,灰色帷幕，右半 底部
curtainDrapesRightHalfBottomOrange,blocks,Block,橙色帷幕，右半 底部
curtainDrapesRightHalfBottomPink,blocks,Block,粉色帷幕，右半 底部
curtainDrapesRightHalfBottomPurple,blocks,Block,紫色帷幕，右半 底部
curtainDrapesRightHalfBottomRed,blocks,Block,红色帷幕，右半 底部
curtainDrapesRightHalfBottomWhite,blocks,Block,白色帷幕，右半 底部
curtainDrapesRightHalfBottomYellow,blocks,Block,黄色帷幕，右半 底部
curtainDrapesRightHalfTileBlack,blocks,Block,黑色帷幕，右半 瓷砖
curtainDrapesRightHalfTileBlue,blocks,Block,蓝色帷幕，右半 瓷砖
curtainDrapesRightHalfTileBrown,blocks,Block,棕色帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyBlack,blocks,Block,黑色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyBlue,blocks,Block,蓝色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyBrown,blocks,Block,棕色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyGreen,blocks,Block,绿色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyGrey,blocks,Block,灰色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyOrange,blocks,Block,橙色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyPink,blocks,Block,粉色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyPurple,blocks,Block,紫色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyRed,blocks,Block,红色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyWhite,blocks,Block,白色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileDirtyYellow,blocks,Block,黄色肮脏帷幕，右半 瓷砖
curtainDrapesRightHalfTileGreen,blocks,Block,绿色帷幕，右半 瓷砖
curtainDrapesRightHalfTileGrey,blocks,Block,灰色帷幕，右半 瓷砖
curtainDrapesRightHalfTileOrange,blocks,Block,橙色帷幕，右半 瓷砖
curtainDrapesRightHalfTilePink,blocks,Block,粉色帷幕，右半 瓷砖
curtainDrapesRightHalfTilePurple,blocks,Block,紫色帷幕，右半 瓷砖
curtainDrapesRightHalfTileRed,blocks,Block,红色帷幕，右半 瓷砖
curtainDrapesRightHalfTileWhite,blocks,Block,白色帷幕，右半 瓷砖
curtainDrapesRightHalfTileYellow,blocks,Block,黄色帷幕，右半 瓷砖
curtainDrapesRightHalfTopBlack,blocks,Block,黑色帷幕，右半 顶部
curtainDrapesRightHalfTopBlue,blocks,Block,蓝色帷幕，右半 顶部
curtainDrapesRightHalfTopBrown,blocks,Block,棕色帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyBlack,blocks,Block,黑色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyBlue,blocks,Block,蓝色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyBrown,blocks,Block,棕色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyGreen,blocks,Block,绿色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyGrey,blocks,Block,灰色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyOrange,blocks,Block,橙色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyPink,blocks,Block,粉色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyPurple,blocks,Block,紫色肮脏帷幕，右半 顶部
curtainDrapesRightHalfTopDirtyRed,blocks,Block,红色肮脏帷幕，右半 顶部
